age,annual_income,employment_length_years,existing_debt,debt_to_income_ratio,num_credit_lines,num_late_payments_2yrs,credit_utilization,savings_balance,checking_balance,loan_amount,loan_term_months,credit_history_years,has_bankruptcy,home_ownership,purpose,creditworthy
29,35409.81,7.1,6730.78,0.19,1,2,0.151,11129.55,4452.16,8238.47,60,11,0,rent,education,0
67,54328.62,11.7,29317.59,0.54,0,0,0.262,8073.08,10497.9,6304.17,36,49,0,rent,debt_consolidation,1
62,52568.63,15.2,16979.07,0.323,4,0,0.437,1782.49,6202.63,7542.7,36,42,0,own,business,1
52,40762.95,9.6,22244.94,0.546,2,0,0.653,8920.63,3991.1,5025.26,60,33,0,mortgage,debt_consolidation,1
38,85607.11,8.8,17301.02,0.202,9,0,0.168,11411.95,10482.6,12029.91,12,17,0,own,home_improvement,1
29,71321.59,23.0,17074.65,0.239,6,2,0.641,3747.22,3705.33,3693.52,36,7,1,rent,medical,0
62,56663.75,8.0,7492.89,0.132,9,1,0.578,8516.48,4522.71,12454.07,48,37,0,rent,car,1
59,75084.91,1.5,18628.04,0.248,10,1,0.29,2690.3,2481.93,27444.02,36,41,0,rent,education,1
31,81273.61,5.6,4296.35,0.053,9,0,0.51,7356.28,2944.82,3030.28,12,13,0,rent,medical,1
49,87001.16,14.8,1765.75,0.02,5,1,0.552,10908.82,7141.63,11957.33,24,31,0,rent,medical,1
50,44421.31,0.5,11555.27,0.26,11,0,0.654,1654.81,3174.01,6032.69,60,26,0,rent,debt_consolidation,1
43,75074.71,3.2,31185.49,0.415,4,1,0.183,7430.08,6624.36,14621.91,12,24,0,mortgage,debt_consolidation,0
66,52641.66,12.5,13246.99,0.252,9,0,0.376,6118.79,3862.72,9597.48,48,48,0,mortgage,car,1
25,60049.31,5.6,17687.1,0.295,2,0,0.321,3782.37,3155.49,3464.53,12,5,0,rent,debt_consolidation,0
32,45142.3,6.4,11564.39,0.256,11,1,0.112,2197.19,5094.45,8347.28,36,9,0,mortgage,medical,1
23,55779.97,12.4,16689.72,0.299,3,0,0.486,5192.48,1996.46,9625.95,36,3,0,mortgage,education,0
54,75456.01,3.4,32526.83,0.431,7,0,0.381,5351.9,5977.77,6733.66,12,35,0,rent,car,1
51,94915.27,0.0,42332.85,0.446,4,0,0.211,23022.68,11774.16,8835.22,48,30,0,rent,debt_consolidation,1
69,53978.3,0.1,25055.15,0.464,2,0,0.276,6852.56,5513.34,6512.19,24,49,0,rent,car,1
46,41179.25,9.9,5459.87,0.133,3,1,0.415,2989.02,2685.74,6664.87,36,27,0,mortgage,medical,1
26,100102.32,8.3,26292.63,0.263,7,0,0.355,8477.05,0.0,1752.51,24,2,0,mortgage,education,1
41,43865.9,3.5,20197.31,0.46,1,0,0.342,2245.56,2178.47,2651.12,36,20,0,own,debt_consolidation,0
23,31818.74,1.2,16520.16,0.519,2,1,0.566,5842.61,5501.16,2847.28,12,1,0,mortgage,car,0
53,46304.66,5.6,14251.7,0.308,11,0,0.481,6248.02,2512.58,4886.48,24,34,0,own,business,1
53,26369.68,12.6,7417.53,0.281,1,0,0.297,6699.03,1751.23,2677.02,12,29,0,own,education,1
62,79856.95,2.8,33957.99,0.425,8,0,0.265,7880.21,6000.89,3567.39,48,37,0,rent,education,1
36,29980.06,3.7,16357.06,0.546,3,1,0.465,2247.17,2639.22,8994.12,48,16,0,rent,medical,1
34,42933.79,1.0,10550.72,0.246,3,1,0.257,4346.9,1455.7,11463.33,24,11,0,own,education,1
22,37845.91,5.2,4068.54,0.108,4,0,0.571,9357.22,3957.47,6790.58,12,1,0,own,debt_consolidation,1
40,58167.23,8.7,26883.88,0.462,4,0,0.547,3600.7,5066.69,8815.12,24,17,0,mortgage,home_improvement,1
43,94932.19,17.6,37643.02,0.397,8,1,0.772,5341.22,0.0,9205.83,36,24,0,mortgage,car,1
57,65391.93,8.1,6335.83,0.097,9,0,0.265,4453.96,0.0,21680.86,12,32,0,rent,medical,1
57,35922.08,6.7,6877.64,0.191,4,1,0.175,1811.25,1430.46,2622.34,36,33,1,own,education,1
26,113037.94,11.3,35404.43,0.313,2,0,0.526,12033.27,692.29,7224.92,36,5,0,own,debt_consolidation,1
33,62765.08,10.5,25587.86,0.408,0,0,0.094,3959.83,5155.05,2761.83,24,11,0,rent,car,0
45,76995.54,4.1,33396.25,0.434,8,0,0.221,16190.29,3691.86,8934.0,36,24,0,mortgage,car,1
36,33560.07,18.5,3441.17,0.103,11,2,0.683,1119.79,3026.2,3684.25,60,14,0,own,home_improvement,0
20,105670.36,6.9,14252.59,0.135,0,0,0.534,14498.29,9597.73,5754.74,60,0,0,mortgage,education,1
62,49271.6,8.2,20417.41,0.414,7,0,0.055,9466.16,807.03,2587.7,36,42,0,rent,home_improvement,1
56,32720.63,9.8,2668.03,0.082,2,1,0.246,1058.31,1585.42,6552.37,60,37,0,rent,education,1
45,60489.2,8.7,17180.44,0.284,2,0,0.344,7409.67,2359.23,6858.5,48,27,0,mortgage,debt_consolidation,1
35,76982.39,14.6,23816.49,0.309,9,2,0.491,12944.88,8723.6,6727.79,24,10,0,own,car,1
61,68768.06,4.1,13743.84,0.2,3,1,0.483,1400.71,3980.47,12135.72,24,39,0,own,car,1
20,68349.05,10.9,30214.26,0.442,3,1,0.592,2977.24,8831.73,8404.88,12,0,0,mortgage,debt_consolidation,0
41,66658.19,7.8,3290.94,0.049,1,1,0.25,12239.04,8798.67,4939.13,12,22,0,rent,home_improvement,1
59,58656.28,11.9,25342.19,0.432,10,1,0.325,10794.72,3512.86,7633.72,36,37,0,rent,debt_consolidation,1
67,33521.31,5.9,12148.03,0.362,10,1,0.258,2753.65,1241.91,5251.11,12,49,0,rent,debt_consolidation,1
31,52382.4,5.2,15129.36,0.289,10,0,0.317,5309.62,1198.73,3575.74,48,9,0,mortgage,education,1
52,50018.14,10.7,24126.62,0.482,2,0,0.597,6647.05,5110.05,5071.17,24,29,0,mortgage,business,1
28,87128.37,8.8,11081.91,0.127,2,0,0.458,14308.83,5371.38,4184.59,24,5,0,mortgage,car,1
24,79899.31,2.9,35508.07,0.444,11,0,0.167,7571.89,2414.83,11650.17,24,1,0,mortgage,medical,1
37,47878.23,13.7,5722.43,0.12,7,1,0.35,7864.5,5339.42,15549.81,36,18,0,rent,home_improvement,1
64,72691.53,10.7,39612.26,0.545,3,0,0.336,926.03,8173.19,7734.35,12,46,0,own,business,1
54,54860.04,6.6,2049.86,0.037,0,2,0.742,4073.99,1055.67,4034.34,24,31,1,rent,car,1
43,31857.82,4.7,9977.7,0.313,9,0,0.337,4166.02,2699.75,17566.43,24,19,0,rent,debt_consolidation,1
33,25795.68,8.8,2812.99,0.109,9,0,0.677,2871.74,2479.01,26276.81,60,15,0,mortgage,education,0
26,69677.9,10.3,16459.79,0.236,0,2,0.248,15544.67,10573.28,2143.62,12,1,0,mortgage,home_improvement,0
32,39314.86,0.0,3869.04,0.098,5,1,0.603,1699.24,2296.59,7018.84,12,9,0,rent,debt_consolidation,0
26,39260.7,8.9,4818.37,0.123,5,1,0.479,1579.15,2617.76,4547.11,60,2,0,mortgage,home_improvement,1
28,44255.34,10.3,2315.42,0.052,5,0,0.103,10677.8,4413.09,2773.43,48,6,0,mortgage,medical,1
54,70213.17,0.0,1702.1,0.024,4,0,0.426,1609.17,9135.68,9582.1,24,35,0,mortgage,car,1
25,80287.5,8.0,32213.92,0.401,3,0,0.372,11846.21,6960.74,4073.83,12,3,0,mortgage,business,1
21,79677.49,10.5,20742.77,0.26,4,0,0.447,10939.14,6210.02,3837.28,48,0,1,mortgage,debt_consolidation,0
46,30747.14,9.9,1357.91,0.044,11,0,0.414,1828.52,1186.87,14090.27,48,21,0,mortgage,business,1
33,43647.31,11.0,22594.2,0.518,11,1,0.143,10325.32,2203.55,7295.54,60,10,0,own,debt_consolidation,0
42,41407.68,5.4,15435.68,0.373,1,3,0.229,3551.57,2452.06,12122.67,12,21,0,own,debt_consolidation,0
26,70195.61,1.8,11235.84,0.16,8,1,0.642,6463.75,7140.95,15642.12,60,3,0,rent,business,1
29,43869.84,0.0,11077.5,0.253,6,2,0.191,1934.91,3909.0,26710.07,36,8,0,rent,debt_consolidation,0
41,53541.29,12.5,14954.69,0.279,3,1,0.877,2640.36,1724.38,7746.14,36,23,1,rent,medical,0
54,72398.37,10.5,23316.75,0.322,2,0,0.523,2771.9,7902.65,16769.35,48,34,0,rent,home_improvement,1
40,56977.01,12.8,27032.67,0.474,9,0,0.598,7080.51,3316.77,11313.28,24,19,0,mortgage,medical,1
46,62677.75,3.4,20849.57,0.333,4,1,0.46,7564.79,3693.27,9054.33,36,25,0,rent,debt_consolidation,1
45,52896.68,11.0,28496.76,0.539,1,0,0.584,644.06,5557.79,8875.68,60,27,0,rent,education,1
32,77328.63,0.0,31334.24,0.405,11,0,0.457,13680.94,8607.01,9642.09,36,12,0,mortgage,medical,0
33,80055.78,2.7,43543.47,0.544,11,1,0.337,6293.7,6721.59,7590.13,60,8,0,mortgage,business,0
40,66647.88,7.6,20787.28,0.312,5,0,0.212,1471.99,10679.97,2868.42,12,15,0,mortgage,business,1
20,80171.33,10.3,30431.28,0.38,5,0,0.673,18116.18,0.0,4559.69,48,1,0,mortgage,business,1
53,127180.95,15.4,52282.34,0.411,5,0,0.224,8537.83,14619.35,1577.31,60,33,0,mortgage,medical,1
50,71960.29,5.8,30224.47,0.42,2,0,0.223,4812.34,1201.58,10685.87,36,25,0,rent,medical,1
34,55472.19,2.7,1827.68,0.033,1,0,0.714,4599.91,3651.3,2717.02,12,15,0,rent,debt_consolidation,1
38,63170.91,2.4,5531.33,0.088,3,1,0.684,10523.49,4288.81,3760.09,12,14,0,own,car,1
35,83062.38,3.6,11686.28,0.141,4,0,0.181,4872.0,5331.65,4381.57,24,13,0,rent,home_improvement,1
52,49077.19,18.1,8043.36,0.164,1,0,0.182,9784.65,1056.97,7758.95,48,33,0,own,car,1
57,47788.58,10.8,23886.89,0.5,0,0,0.473,1827.7,0.0,11023.3,60,33,0,mortgage,debt_consolidation,0
24,62806.5,12.6,25309.74,0.403,11,2,0.118,4000.81,0.0,9661.25,24,3,0,mortgage,car,1
40,55133.26,5.8,5289.44,0.096,10,1,0.605,480.14,3126.27,13025.88,12,20,0,rent,business,1
19,41277.14,7.0,10152.86,0.246,3,3,0.106,2818.95,3048.32,13979.96,12,0,0,mortgage,business,0
42,59538.4,10.5,8862.55,0.149,7,0,0.663,1607.46,5764.24,10147.96,24,20,0,rent,education,1
31,89152.43,4.5,40994.76,0.46,1,0,0.45,2818.0,11158.99,6040.99,36,13,0,rent,home_improvement,1
36,65886.24,5.5,33366.93,0.506,11,0,0.397,1855.47,7189.07,2667.81,48,17,0,mortgage,education,0
42,38673.74,3.6,4140.94,0.107,9,1,0.469,3296.41,4505.47,5464.58,24,20,0,rent,business,1
35,69467.37,4.8,16726.53,0.241,2,0,0.222,5785.96,1185.54,4315.86,48,11,0,mortgage,business,1
39,51424.21,7.2,26997.9,0.525,2,0,0.177,7442.94,6289.69,8115.09,36,19,0,mortgage,debt_consolidation,1
58,110606.18,2.9,40731.54,0.368,3,0,0.5,7236.21,9491.34,13118.94,48,33,0,mortgage,medical,1
60,67573.3,8.4,32441.36,0.48,1,0,0.243,8528.53,144.47,5354.67,24,42,0,own,medical,1
19,46194.6,8.4,9681.36,0.21,4,1,0.392,4286.04,5572.98,25075.71,60,0,0,own,debt_consolidation,0
38,71267.43,6.1,9346.17,0.131,8,0,0.209,3859.27,1638.86,4259.88,12,15,1,mortgage,education,1
62,60968.88,2.9,23557.83,0.386,8,0,0.411,10439.9,932.94,6677.61,24,43,1,rent,debt_consolidation,0
46,86044.17,7.5,7987.99,0.093,0,1,0.536,4037.75,12409.92,4014.16,36,24,0,mortgage,medical,1
29,47707.0,4.5,22190.82,0.465,4,2,0.412,892.65,3771.81,4842.4,60,4,0,rent,business,0
49,67520.04,7.2,28362.72,0.42,9,1,0.185,660.76,1009.76,8815.47,24,25,0,own,education,1
26,33532.44,12.5,6089.51,0.182,10,0,0.224,1907.35,1347.88,7628.81,24,6,0,mortgage,home_improvement,1
20,58676.7,0.7,16682.79,0.284,6,0,0.421,4347.12,7040.33,10766.12,36,0,0,mortgage,home_improvement,0
51,38346.56,17.9,17009.49,0.444,8,1,0.409,2876.4,270.09,10845.2,36,27,0,mortgage,business,1
45,60294.37,6.6,31081.9,0.516,2,0,0.453,520.06,3617.52,13475.42,36,26,0,rent,car,1
57,64762.2,9.1,13382.79,0.207,10,1,0.283,7142.91,3883.7,9357.59,36,34,0,mortgage,debt_consolidation,1
36,66632.79,3.2,29231.52,0.439,5,1,0.343,4321.09,13539.65,6366.36,36,13,0,own,home_improvement,1
62,47683.76,12.7,5868.32,0.123,8,0,0.331,6620.36,0.0,6641.38,12,42,0,own,home_improvement,1
40,59270.3,6.4,29568.55,0.499,3,0,0.677,5025.16,0.0,8732.93,60,20,0,mortgage,debt_consolidation,0
56,82204.96,5.0,31543.07,0.384,2,0,0.241,10119.34,3182.4,7458.57,12,37,0,rent,car,1
24,98746.09,4.1,9968.6,0.101,6,0,0.758,2404.04,3462.09,8627.1,48,2,0,mortgage,business,1
23,59949.11,5.7,24705.59,0.412,6,2,0.367,8339.81,4125.08,2897.1,12,5,0,rent,car,0
58,83007.33,9.1,33514.26,0.404,6,0,0.113,8660.41,3609.3,6095.1,48,39,0,own,debt_consolidation,1
61,42404.42,7.9,17530.74,0.413,9,1,0.065,2047.1,4639.09,1868.28,24,37,0,rent,education,1
67,50083.02,6.8,10156.09,0.203,9,0,0.818,11128.44,3578.61,18318.9,48,48,0,rent,education,1
35,62153.28,3.4,25613.0,0.412,3,0,0.889,20522.99,1167.65,7876.89,60,13,0,rent,business,0
20,55252.73,3.2,25310.29,0.458,5,0,0.08,2726.01,3049.01,11569.15,60,0,0,rent,education,1
68,53359.27,4.7,10884.13,0.204,1,0,0.123,7830.89,2858.51,12058.87,24,50,0,own,car,1
49,79918.16,9.3,10406.75,0.13,9,1,0.499,6438.3,9932.28,15514.13,48,30,0,rent,car,1
31,40255.53,10.3,19748.41,0.491,1,0,0.28,4807.56,4443.21,8460.19,24,13,0,own,debt_consolidation,0
57,41514.13,11.0,14487.1,0.349,0,1,0.574,4056.05,4268.01,5263.38,12,36,0,mortgage,medical,1
65,36478.39,7.0,9630.48,0.264,6,0,0.854,5232.75,1123.05,8799.0,60,45,0,own,debt_consolidation,1
33,62786.4,8.9,30530.78,0.486,11,0,0.718,760.89,5198.77,12889.42,36,9,0,mortgage,business,1
58,51401.54,6.2,4733.21,0.092,4,0,0.577,6002.5,492.45,5092.55,36,34,0,own,home_improvement,1
59,77179.64,0.0,34700.73,0.45,2,0,0.184,7847.37,7701.66,6486.05,36,39,0,rent,debt_consolidation,1
44,60979.53,5.9,17082.52,0.28,2,1,0.13,5349.72,7804.05,4889.06,12,24,0,rent,business,1
51,47324.77,5.1,2013.09,0.043,10,1,0.335,8810.26,0.0,7388.29,60,29,0,rent,education,0
32,45015.13,1.8,24104.91,0.535,7,0,0.671,1464.87,2834.29,11696.05,36,10,0,rent,car,0
66,25855.06,4.2,11179.09,0.432,5,0,0.351,3576.94,1626.57,9003.41,36,47,0,mortgage,car,1
69,54147.76,7.7,7246.09,0.134,11,0,0.315,2429.21,6106.02,5207.44,60,46,0,mortgage,car,1
69,38515.6,1.3,19625.96,0.51,1,0,0.239,2157.49,1461.17,11769.37,24,50,1,rent,home_improvement,0
56,80587.25,3.4,41561.51,0.516,7,0,0.593,3964.23,3000.94,3965.04,60,31,0,mortgage,home_improvement,1
21,50585.58,14.7,22472.48,0.444,4,3,0.425,4385.5,3824.44,19411.82,36,2,0,mortgage,home_improvement,0
37,34568.29,0.0,3021.28,0.087,2,1,0.686,4840.28,3388.05,17305.39,12,12,0,own,car,0
41,86236.59,6.1,10243.36,0.119,11,0,0.14,6980.55,6720.66,20398.25,36,21,0,mortgage,medical,1
67,54413.23,1.2,22833.83,0.42,11,0,0.718,8497.48,6078.45,5093.27,36,47,0,mortgage,car,0
46,69320.25,3.2,34959.39,0.504,10,2,0.294,4306.14,7078.07,4020.95,36,28,0,own,medical,1
46,47541.24,6.0,6368.61,0.134,1,1,0.531,982.71,1987.79,14526.49,36,28,0,own,car,0
26,87306.25,2.1,23069.69,0.264,8,1,0.163,8478.98,6012.67,16825.92,24,4,1,mortgage,medical,1
59,43100.49,9.9,4398.01,0.102,4,1,0.536,3040.23,4102.12,9861.15,60,35,0,own,education,1
36,51393.67,13.8,14048.16,0.273,4,0,0.135,11238.88,1444.86,20672.65,24,15,0,mortgage,debt_consolidation,1
23,31306.23,11.2,11287.16,0.361,2,0,0.38,1138.27,1056.85,3916.59,48,5,0,own,car,1
69,86537.3,12.1,2581.76,0.03,7,0,0.411,9444.66,0.0,14503.93,60,51,0,own,business,1
28,45639.05,0.1,16464.35,0.361,10,0,0.329,3709.13,5786.35,10382.99,12,5,0,rent,medical,0
19,63286.78,5.8,22724.22,0.359,2,0,0.077,1424.5,11150.56,3491.11,36,1,0,rent,home_improvement,1
22,66304.78,9.3,17315.79,0.261,6,1,0.673,1035.9,2251.79,15689.46,12,4,0,mortgage,business,0
42,81468.39,11.4,40291.27,0.495,7,0,0.22,1361.21,7871.06,3386.51,60,18,1,mortgage,education,0
24,61686.13,15.8,5641.45,0.091,7,0,0.451,8623.71,8037.63,12371.36,60,1,0,mortgage,debt_consolidation,1
61,55480.77,12.3,2618.43,0.047,3,1,0.461,4414.98,527.12,15516.06,60,37,0,own,debt_consolidation,1
45,78505.32,11.5,22200.56,0.283,0,0,0.512,9503.27,6696.79,2318.33,60,24,0,mortgage,debt_consolidation,1
35,65930.79,20.2,19944.61,0.303,9,0,0.449,8257.31,8854.61,15349.37,60,10,0,rent,car,1
19,52686.08,7.5,8500.65,0.161,7,0,0.349,12791.43,2888.58,7346.65,24,1,0,rent,medical,1
43,87932.67,5.6,46574.66,0.53,8,1,0.226,14324.36,5638.34,6705.32,24,25,1,mortgage,home_improvement,1
26,67666.14,7.9,10452.76,0.154,6,0,0.702,5343.39,9287.66,6014.27,12,5,0,mortgage,education,0
68,37512.9,2.4,6121.57,0.163,4,0,0.212,4326.23,1765.71,21956.78,12,47,1,own,education,0
33,93637.38,7.3,42120.23,0.45,3,0,0.329,2758.96,3706.09,10566.13,36,8,0,rent,medical,0
43,47151.29,0.0,24004.56,0.509,7,2,0.351,1160.45,2786.58,5130.36,60,25,0,mortgage,car,0
19,81325.38,4.4,24735.44,0.304,9,0,0.322,5840.72,12968.21,19211.15,60,0,0,rent,medical,0
25,34753.05,6.4,1046.02,0.03,3,0,0.27,1621.8,3767.33,16726.12,48,3,0,rent,home_improvement,1
29,78333.9,11.7,16323.26,0.208,0,1,0.414,6537.18,7483.18,9864.92,12,6,0,mortgage,business,1
21,38214.94,12.6,5299.96,0.139,1,2,0.109,2163.21,3630.6,10268.62,24,0,0,mortgage,education,1
56,61135.64,2.2,17780.66,0.291,6,1,0.561,9438.2,791.31,2413.85,24,33,0,own,business,0
67,67025.08,17.4,25587.7,0.382,2,1,0.274,7594.0,6502.22,6090.8,60,45,0,mortgage,medical,1
69,53055.75,7.7,12096.25,0.228,9,1,0.382,2603.18,2539.48,4503.71,60,47,0,rent,education,1
32,57648.32,8.2,17571.25,0.305,3,0,0.148,7280.59,3439.44,8474.27,36,13,0,rent,education,1
59,40712.22,0.0,17210.11,0.423,5,1,0.186,1236.55,2324.69,6457.96,24,37,0,mortgage,education,1
44,75470.26,3.9,11355.1,0.15,2,0,0.353,5842.69,8809.02,7722.3,48,23,0,mortgage,debt_consolidation,1
21,62225.89,12.2,7707.48,0.124,5,0,0.055,9764.77,10032.08,9421.67,60,0,0,rent,medical,1
23,43021.15,7.8,19229.88,0.447,8,1,0.638,528.63,1038.88,2351.42,36,2,0,rent,business,0
46,63022.6,7.5,2497.11,0.04,9,0,0.657,12090.16,7781.14,4879.71,48,26,0,mortgage,car,1
40,63680.45,8.1,6356.34,0.1,8,1,0.429,3728.19,3989.01,12611.07,48,15,0,rent,car,1
19,58564.52,0.0,1554.83,0.027,6,2,0.553,9314.45,6427.63,6418.95,60,0,0,rent,debt_consolidation,1
66,25942.09,6.5,8155.0,0.314,5,1,0.215,1521.4,2253.52,11493.92,24,47,0,mortgage,business,1
56,50564.72,14.0,17093.17,0.338,3,0,0.188,932.92,2082.48,18522.49,12,36,0,rent,business,1
44,75070.4,12.4,22629.69,0.301,11,0,0.135,3847.88,3034.91,13548.64,24,22,0,rent,debt_consolidation,1
69,68292.83,6.4,16360.41,0.24,8,0,0.106,12284.64,4187.56,3197.88,24,48,0,mortgage,debt_consolidation,1
68,67596.12,14.8,20304.89,0.3,10,0,0.342,6204.1,6084.54,1787.33,48,43,0,own,car,1
68,62067.08,0.7,7621.03,0.123,8,0,0.25,10020.34,6016.64,8715.33,12,49,0,mortgage,education,1
32,78085.1,2.1,35755.84,0.458,1,0,0.33,4684.63,17230.78,5146.24,24,11,0,own,home_improvement,1
63,47060.28,16.3,25403.59,0.54,3,1,0.312,1944.67,4682.78,8551.75,12,45,0,rent,car,1
44,43895.2,9.9,13455.2,0.307,5,0,0.143,6789.84,326.08,5306.83,36,23,0,rent,debt_consolidation,1
56,102158.78,5.6,22312.34,0.218,3,0,0.485,8034.66,13818.04,3295.12,48,34,0,rent,debt_consolidation,1
62,45486.7,6.7,19997.99,0.44,10,0,0.288,4675.36,4649.29,14911.71,24,43,0,mortgage,car,0
27,37103.75,3.0,4538.83,0.122,5,1,0.201,4038.49,2385.99,9049.24,60,5,0,rent,business,1
41,52741.67,8.4,10021.44,0.19,2,0,0.286,597.45,899.27,5907.53,48,18,0,mortgage,business,1
25,59279.85,8.0,30718.21,0.518,7,0,0.471,7693.73,3470.31,8402.56,12,1,0,own,car,0
33,78260.12,7.1,9292.29,0.119,4,0,0.686,2403.09,10254.78,27122.2,60,12,0,own,car,1
40,50600.17,1.2,4018.73,0.079,1,2,0.449,780.81,4930.39,1254.89,36,20,0,rent,debt_consolidation,1
62,50463.14,8.3,15621.75,0.31,11,0,0.499,2682.42,7083.27,7252.06,12,38,0,rent,education,1
62,57458.87,4.4,19037.92,0.331,11,2,0.122,3990.98,7912.78,6426.75,48,41,0,rent,business,1
38,47815.17,2.1,16089.3,0.336,9,1,0.736,9834.99,3959.24,6583.4,48,16,0,own,medical,0
35,34879.0,13.3,3738.1,0.107,3,1,0.521,4709.92,0.0,17323.53,12,10,0,rent,medical,1
46,37996.76,17.8,15282.55,0.402,9,2,0.536,546.4,1039.71,5391.32,24,24,0,rent,car,0
65,85560.23,16.7,12697.91,0.148,3,0,0.245,8725.79,0.0,1910.97,36,40,0,rent,medical,1
68,72433.5,10.3,37846.09,0.522,10,0,0.214,5649.49,10383.06,7749.75,24,45,0,rent,business,1
30,56810.18,5.7,7999.86,0.141,10,1,0.328,2016.8,5577.41,11512.05,36,10,0,own,education,0
28,68218.02,6.6,1990.27,0.029,2,1,0.17,8514.33,4203.41,6238.88,12,10,0,rent,business,1
55,73176.04,9.0,23486.43,0.321,3,0,0.295,15002.73,3391.91,18388.88,48,30,0,rent,home_improvement,1
34,46248.06,4.9,5897.06,0.128,8,2,0.481,3882.28,5854.28,7565.75,24,15,0,rent,debt_consolidation,1
29,40580.15,13.6,14330.64,0.353,2,1,0.057,2417.58,1113.02,12077.95,12,4,0,rent,medical,1
20,82421.35,0.0,11661.23,0.141,9,0,0.305,7210.5,644.22,19867.92,24,0,0,own,car,1
39,27609.27,5.5,6816.31,0.247,8,0,0.131,2823.16,96.97,5975.19,24,21,0,own,car,0
38,68587.42,11.0,7897.34,0.115,2,0,0.349,19364.38,5329.21,11386.26,24,14,0,rent,education,0
47,60855.31,2.8,15047.69,0.247,9,1,0.164,2702.03,1919.4,8446.0,36,24,0,rent,home_improvement,1
29,79517.6,5.8,7343.91,0.092,0,1,0.786,3665.69,9711.53,13098.25,24,11,0,mortgage,home_improvement,0
55,69444.11,10.0,13828.11,0.199,4,1,0.02,10558.01,4958.6,8348.35,12,35,0,rent,medical,1
53,68070.48,14.6,8538.34,0.125,2,0,0.481,3750.35,123.6,6692.77,48,33,0,own,business,1
42,41856.62,0.5,18941.54,0.453,0,3,0.479,435.89,2482.57,14555.65,48,19,0,mortgage,business,0
28,74139.01,0.2,30141.78,0.407,8,0,0.311,15327.11,1654.93,7867.31,48,5,1,own,home_improvement,1
44,65728.29,2.3,7125.88,0.108,1,0,0.318,13091.88,4245.49,13408.77,36,21,0,rent,medical,0
53,43571.59,0.0,2785.94,0.064,8,1,0.552,1142.47,5455.38,17380.52,36,31,0,rent,car,1
38,61038.02,0.0,2053.6,0.034,0,2,0.482,5136.06,3834.19,14061.18,12,13,0,own,business,1
32,39123.97,2.1,5482.68,0.14,10,2,0.085,591.38,1448.67,3496.52,12,8,0,rent,car,1
44,54199.51,13.2,14877.44,0.274,11,1,0.341,7737.29,5012.48,6756.18,12,20,0,own,debt_consolidation,1
37,117430.01,5.4,27236.49,0.232,3,0,0.634,16235.6,5737.17,7707.68,36,16,0,rent,home_improvement,1
39,41139.4,7.2,22005.24,0.535,5,0,0.494,3269.16,3985.05,12531.17,36,17,0,rent,home_improvement,1
36,34771.12,2.2,15295.47,0.44,7,0,0.242,5836.27,3006.76,8713.81,60,17,0,rent,car,0
34,38139.01,10.2,2343.22,0.061,7,0,0.453,645.69,661.45,17014.23,60,12,0,own,education,1
55,53946.63,16.4,5623.08,0.104,0,1,0.356,5155.77,234.35,5747.51,48,34,0,mortgage,education,1
42,71172.76,2.6,2426.81,0.034,11,0,0.087,744.09,3660.28,14335.13,24,17,0,mortgage,home_improvement,1
42,58026.26,15.6,5411.53,0.093,11,5,0.391,2013.73,5246.53,10227.62,60,22,0,mortgage,education,1
52,36246.94,8.8,10895.51,0.301,5,1,0.218,534.8,5667.43,6698.44,60,32,0,mortgage,business,1
37,70855.61,7.1,4298.89,0.061,6,0,0.7,16115.61,931.21,10205.97,12,17,0,rent,medical,1
24,30220.92,9.0,1563.33,0.052,2,1,0.592,4929.07,580.29,23867.06,48,4,0,own,business,0
62,37467.41,9.0,3095.77,0.083,8,0,0.253,432.17,4427.79,9687.44,24,40,0,rent,business,1
21,47179.65,16.3,17682.43,0.375,6,0,0.086,4722.3,3717.96,7877.87,24,3,0,own,debt_consolidation,0
48,81394.31,9.6,2462.98,0.03,3,0,0.322,951.16,4891.72,11371.39,48,28,1,mortgage,education,0
32,58797.04,9.7,31391.85,0.534,3,0,0.296,7638.57,6033.83,9025.17,36,8,0,mortgage,home_improvement,1
29,59569.57,4.9,13213.53,0.222,0,0,0.069,8977.15,7806.34,6538.13,24,10,0,rent,home_improvement,1
21,36433.98,11.2,7228.18,0.198,9,1,0.387,4784.03,4403.14,7313.08,36,0,0,own,home_improvement,0
64,48690.89,2.2,13226.92,0.272,0,0,0.596,4854.86,1647.35,777.82,12,46,0,mortgage,business,1
40,77207.36,7.5,22735.0,0.294,6,0,0.387,5347.73,7018.14,22109.72,24,16,0,rent,car,1
36,64303.84,21.4,15600.57,0.243,9,2,0.708,6103.69,8069.5,14572.08,60,14,0,mortgage,debt_consolidation,1
56,71747.67,0.0,19928.11,0.278,0,3,0.605,2581.76,3908.79,2321.7,60,31,1,mortgage,medical,0
20,56687.97,8.2,11340.94,0.2,1,1,0.601,5677.01,4968.26,5097.78,36,0,0,mortgage,education,1
47,77500.89,8.4,14776.62,0.191,9,0,0.368,4748.16,3072.74,6606.84,60,23,0,own,home_improvement,1
44,36362.93,5.9,1253.69,0.034,9,0,0.695,545.15,775.73,10903.82,60,20,0,mortgage,debt_consolidation,0
47,53521.96,6.0,20127.16,0.376,0,0,0.434,1647.89,4802.93,11622.02,60,29,1,rent,medical,0
